166.371	169.966	104.944	188.010	183.089	190.059	129.540	131.582	132.088	124.439	184.867
0.000	132.326	149.507	177.874	119.827	122.671	184.477	121.174	104.284	167.261	175.873
0.000	143.325	191.940	172.238	199.128	182.672	158.963	146.649	163.183	191.546	171.678
0.000	142.554	118.221	154.147	148.445	148.829	172.595	173.974	160.322	101.430	124.151
0.000	113.624	167.270	168.028	140.489	127.720	197.656	121.946	182.726	166.027	144.224
0.000	187.385	181.041	186.250	126.451	113.477	196.251	198.302	109.477	100.038	181.067
0.000	112.717	117.844	162.880	165.863	158.408	181.226	161.549	191.434	194.377	117.100
0.000	142.094	157.033	174.611	146.846	123.674	153.158	160.868	191.122	120.314	131.378
0.000	142.092	163.641	145.415	189.630	173.103	163.677	132.671	198.001	110.645	140.261
0.000	0.000	143.654	193.267	180.576	128.192	105.020	171.744	101.744	199.834	148.892
