90.300	91.500	92.900	94.400	96.900	98.100	100.100	102.800	105.300	107.500	109.500	116.100	116.600	117.800	119.500	121.300	122.300	122.900	123.700
123.800	124.300	125.200	126.400	126.900	127.100	127.200	127.200	127.200	74.000	75.600	76.600	77.200	77.400	77.100	76.900	77.200	77.000	77.100
77.900	78.600	79.700	81.400	82.200	83.800	85.100	87.300	88.100	90.100	101.000	99.300	100.600	104.100	108.300	111.700	114.200	116.800	0.000
118.800	122.300	124.300	125.400	126.900	128.200	129.800	129.400	130.200	130.400	130.200	130.300	130.200	129.800	129.300	129.000	129.000	129.500	0.000
129.200	128.000	128.200	128.500	127.800	128.600	128.900	129.000	129.000	75.700	76.500	79.300	77.700	77.500	76.700	75.700	75.700	76.500	0.000
77.500	78.000	78.600	79.000	79.700	80.000	80.400	81.200	81.200	82.100	83.400	84.500	85.200	85.400	87.000	88.300	91.000	92.400	0.000
93.600	95.300	97.000	99.300	101.600	104.400	107.600	110.700	112.600	115.200	117.900	119.100	123.100	123.100	123.600	124.200	124.700	124.400	0.000
125.400	125.500	126.200	126.000	126.100	126.500	126.600	126.600	126.600	126.600	75.900	76.200	77.200	77.400	77.600	77.500	77.000	0.000	0.000
77.200	77.700	78.000	79.200	80.100	81.500	83.400	84.800	87.200	89.300	91.900	93.900	96.600	99.200	110.100	109.400	111.500	114.000	117.500
119.700	121.900	123.500	125.000	125.300	126.800	127.500	127.400	127.200	128.000	128.500	129.000	129.100	129.300	128.400	128.800	129.000	127.400	0.000
128.200	128.400	128.500	128.500	128.900	128.700	128.500	128.500	128.600	128.700	128.700	76.100	76.300	76.600	78.200	77.000	76.400	0.000	0.000
75.500	74.900	74.700	75.500	76.500	78.200	80.400	81.600	82.700	83.000	83.200	84.100	85.200	86.700	87.800	88.700	90.600	91.400	0.000
92.700	94.700	96.100	98.400	100.900	103.300	104.900	108.000	110.900	113.600	116.300	118.500	120.500	122.500	124.000	124.600	126.800	126.400	126.400
126.000	126.600	125.900	125.900	126.900	126.700	127.400	127.800	127.300	127.300	127.300	127.300	75.300	76.600	77.600	77.600	77.300	0.000	0.000
77.000	76.900	76.900	76.700	77.400	77.800	79.100	80.200	80.900	80.900	81.900	83.100	85.100	86.800	89.300	91.200	94.500	106.100	0.000
103.700	105.400	107.600	109.900	113.600	117.400	120.500	122.000	123.100	125.900	126.900	128.500	128.900	129.100	128.400	128.600	128.300	128.100	0.000
128.000	128.700	127.500	127.300	127.800	127.600	127.700	127.400	127.500	127.200	127.900	128.500	128.500	128.500	76.400	77.200	78.200	78.100	0.000
78.200	77.100	75.600	74.800	75.500	76.500	78.100	80.300	81.500	83.300	84.600	86.700	89.900	94.000	97.300	100.500	105.500	109.600	113.200
117.900	120.300	123.000	124.700	126.700	127.200	127.300	127.600	127.700	127.900	127.900	127.600	127.600	127.900	127.400	127.500	127.500	127.100	127.600
128.600	128.300	127.900	127.500	127.100	127.100	127.200	127.300	127.300	127.500	127.600	127.600	127.600	76.600	77.000	77.400	77.700	0.000	0.000
78.200	77.800	77.200	77.400	77.300	77.600	77.900	78.800	80.000	80.900	82.500	84.100	85.800	87.500	89.700	92.100	95.300	98.100	100.800
114.200	113.100	113.600	115.600	119.500	120.900	123.900	125.500	127.500	127.800	127.700	128.000	128.000	128.100	128.100	128.000	127.600	127.700	127.100
127.300	127.900	127.900	127.500	127.000	127.400	127.900	128.500	128.100	128.000	127.800	127.900	127.900	75.600	76.700	77.600	78.400	78.200	0.000
78.700	77.800	76.300	76.600	76.900	78.100	79.700	81.200	82.400	84.300	85.800	88.400	90.300	92.800	95.900	98.900	102.400	106.100	0.000
110.000	113.200	117.000	118.900	121.400	123.900	125.600	127.700	127.900	127.800	127.600	127.500	127.600	127.800	127.500	127.800	127.500	127.800	127.700
127.400	127.500	127.200	127.200	126.800	127.000	126.500	127.100	126.700	126.900	127.500	127.500	127.500	76.700	76.900	77.500	77.700	77.600	0.000
77.800	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
